"STATION","NAME","DATE","TAVG"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-04-21","64"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-04-22","66"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-04-23","69"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-04-24","70"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-04-25","70"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-04-26","70"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-04-27","60"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-04-28","58"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-04-29","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-04-30","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-01","53"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-02","59"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-03","65"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-04","69"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-05","71"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-06","69"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-07","70"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-08","71"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-09","70"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-10","67"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-11","66"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-12","62"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-13","64"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-14","65"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-15","67"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-16","60"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-17","63"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-18","68"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-19","69"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-20","66"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-21","64"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-22","68"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-23","71"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-24","69"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-25","56"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-26","61"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-27","69"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-28","74"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-29","80"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-30","74"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-05-31","63"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-01","66"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-02","75"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-03","81"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-04","81"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-05","75"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-06","72"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-07","70"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-08","73"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-09","71"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-10","65"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-11","72"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-12","79"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-13","83"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-14","81"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-15","78"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-16","73"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-17","63"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-18","70"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-19","77"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-20","81"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-21","81"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-22","82"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-23","84"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-24","84"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-25","81"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-26","82"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-27","83"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-28","78"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-29","78"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-06-30","82"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-01","85"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-02","84"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-03","81"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-04","80"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-05","81"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-06","84"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-07","87"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-08","87"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-09","82"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-10","84"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-11","87"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-12","86"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-13","88"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-14","88"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-15","88"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-16","88"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-17","88"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-18","89"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-19","90"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-20","89"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-21","86"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-22","86"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-23","87"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-24","88"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-25","86"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-26","88"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-27","88"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-28","88"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-29","87"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-30","87"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-07-31","89"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-01","89"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-02","87"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-03","85"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-04","83"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-05","81"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-06","80"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-07","82"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-08","85"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-09","87"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-10","87"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-11","84"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-12","85"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-13","84"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-14","84"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-15","83"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-16","84"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-17","86"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-18","87"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-19","86"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-20","85"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-21","80"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-22","78"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-23","78"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-24","77"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-25","78"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-26","78"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-27","77"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-28","76"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-29","76"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-30","74"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-08-31","73"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-01","76"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-02","79"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-03","82"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-04","83"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-05","85"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-06","83"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-07","83"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-08","83"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-09","80"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-10","78"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-11","77"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-12","73"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-13","69"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-14","71"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-15","72"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-16","69"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-17","70"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-18","71"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-19","71"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-20","73"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-21","76"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-22","78"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-23","78"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-24","74"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-25","77"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-26","79"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-27","81"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-28","78"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-29","69"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-09-30","67"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-01","72"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-02","73"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-03","69"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-04","64"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-05","63"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-06","63"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-07","61"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-08","63"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-09","65"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-10","63"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-11","61"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-12","63"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-13","65"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-14","66"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-15","63"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-16","61"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-17","63"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-18","65"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-19","65"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-20","65"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-21","66"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-22","66"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-23","65"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-24","63"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-25","63"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-26","65"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-27","66"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-28","65"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-29","59"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-30","56"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-10-31","59"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-01","61"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-02","62"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-03","62"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-04","64"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-05","62"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-06","60"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-07","59"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-08","57"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-09","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-10","51"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-11","52"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-12","53"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-13","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-14","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-15","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-16","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-17","55"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-18","55"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-19","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-20","55"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-21","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-22","52"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-23","53"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-24","55"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-25","57"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-26","55"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-27","58"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-28","52"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-29","50"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-11-30","48"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-01","40"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-02","42"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-03","45"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-04","49"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-05","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-06","50"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-07","50"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-08","49"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-09","47"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-10","45"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-11","45"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-12","44"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-13","47"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-14","53"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-15","50"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-16","58"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-17","52"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-18","52"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-19","49"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-20","50"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-21","53"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-22","52"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-23","51"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-24","51"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-25","46"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-26","45"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-27","44"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-28","40"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-29","41"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-30","42"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2018-12-31","39"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-01","38"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-02","41"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-03","44"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-04","48"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-05","45"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-06","44"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-07","50"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-08","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-09","51"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-10","49"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-11","49"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-12","50"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-13","49"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-14","46"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-15","49"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-16","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-17","52"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-18","51"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-19","51"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-20","51"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-21","43"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-22","42"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-23","45"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-24","47"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-25","49"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-26","52"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-27","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-28","53"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-29","53"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-30","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-01-31","56"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-02-01","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-02-02","49"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-02-03","48"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-02-04","44"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-02-05","37"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-02-06","38"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-02-07","41"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-02-08","43"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-02-09","45"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-02-10","39"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-02-11","38"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-02-12","46"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-02-13","53"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-02-14","53"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-02-15","42"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-02-16","39"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-02-17","35"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-02-18","38"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-02-19","41"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-02-20","40"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-02-21","39"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-02-22","39"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-02-23","42"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-02-24","47"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-02-25","55"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-02-26","56"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-02-27","57"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-02-28","55"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-01","53"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-02","52"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-03","53"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-04","52"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-05","50"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-06","53"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-07","49"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-08","44"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-09","44"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-10","46"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-11","49"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-12","50"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-13","47"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-14","49"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-15","52"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-16","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-17","58"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-18","63"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-19","63"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-20","51"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-21","49"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-22","52"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-23","51"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-24","52"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-25","58"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-26","58"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-27","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-28","55"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-29","53"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-30","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-03-31","58"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-04-01","62"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-04-02","60"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-04-03","56"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-04-04","56"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-04-05","55"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-04-06","59"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-04-07","63"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-04-08","65"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-04-09","57"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-04-10","53"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-04-11","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-04-12","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2019-04-13","61"
